,model,persona,variant,pid,vda,vda_normalized
6676,llama3.1,College,cot,76.0,0.5700000000000001,-0.012199999999999989
6677,llama3.1,College,cot,77.0,0.5700000000000001,-0.012199999999999989
6678,llama3.1,College,cot,78.0,0.54,-0.042200000000000015
6679,llama3.1,College,cot,79.0,0.51,-0.07220000000000004
6680,llama3.1,College,cot,80.0,0.5900000000000001,0.007800000000000029
6681,llama3.1,College,cot,81.0,0.55,-0.032200000000000006
6682,llama3.1,College,cot,82.0,0.53,-0.052200000000000024
6683,llama3.1,College,cot,83.0,0.55,-0.032200000000000006
6684,llama3.1,College,cot,84.0,0.5900000000000001,0.007800000000000029
6685,llama3.1,College,cot,85.0,0.55,-0.032200000000000006
6686,llama3.1,College,cot,86.0,0.5157894736842106,-0.06641052631578948
6687,llama3.1,College,cot,87.0,0.5700000000000001,-0.012199999999999989
6688,llama3.1,College,cot,88.0,0.53,-0.052200000000000024
6689,llama3.1,College,cot,89.0,0.55,-0.032200000000000006
6690,llama3.1,College,cot,90.0,0.54,-0.042200000000000015
6691,llama3.1,College,cot,91.0,0.5700000000000001,-0.012199999999999989
6692,llama3.1,College,cot,92.0,0.6100000000000001,0.027800000000000047
6693,llama3.1,College,cot,93.0,0.6100000000000001,0.027800000000000047
6694,llama3.1,College,cot,94.0,0.5900000000000001,0.007800000000000029
6695,llama3.1,College,cot,95.0,0.58,-0.0022000000000000908
6696,llama3.1,College,cot,96.0,0.56,-0.022199999999999998
6697,llama3.1,College,cot,97.0,0.6300000000000001,0.047800000000000065
6698,llama3.1,College,cot,98.0,0.6,0.017799999999999927
6699,llama3.1,College,cot,99.0,0.54,-0.042200000000000015
6700,llama3.1,High School,cot,0.0,0.5700000000000001,-0.012199999999999989
6701,llama3.1,High School,cot,1.0,0.58,-0.0022000000000000908
6702,llama3.1,High School,cot,2.0,0.66,0.07779999999999998
6703,llama3.1,High School,cot,3.0,0.62,0.037799999999999945
6704,llama3.1,High School,cot,4.0,0.54,-0.042200000000000015
6705,llama3.1,High School,cot,5.0,0.5599999999999999,-0.02220000000000011
6706,llama3.1,High School,cot,6.0,0.55,-0.032200000000000006
6707,llama3.1,High School,cot,7.0,0.5,-0.08220000000000005
6708,llama3.1,High School,cot,8.0,0.53,-0.052200000000000024
6709,llama3.1,High School,cot,9.0,0.55,-0.032200000000000006
6710,llama3.1,High School,cot,10.0,0.6100000000000001,0.027800000000000047
6711,llama3.1,High School,cot,11.0,0.6,0.017799999999999927
6712,llama3.1,High School,cot,12.0,0.5900000000000001,0.007800000000000029
6713,llama3.1,High School,cot,13.0,0.5900000000000001,0.007800000000000029
6714,llama3.1,High School,cot,14.0,0.5800000000000001,-0.0021999999999999797
6715,llama3.1,High School,cot,15.0,0.58,-0.0022000000000000908
6716,llama3.1,High School,cot,16.0,0.6100000000000001,0.027800000000000047
6717,llama3.1,High School,cot,17.0,0.5900000000000001,0.007800000000000029
6718,llama3.1,High School,cot,18.0,0.56,-0.022199999999999998
6719,llama3.1,High School,cot,19.0,0.54,-0.042200000000000015
6720,llama3.1,High School,cot,20.0,0.56,-0.022199999999999998
6721,llama3.1,High School,cot,21.0,0.61,0.027799999999999936
6722,llama3.1,High School,cot,22.0,0.58,-0.0022000000000000908
6723,llama3.1,High School,cot,23.0,0.55,-0.032200000000000006
6724,llama3.1,High School,cot,24.0,0.53,-0.052200000000000024
6725,llama3.1,High School,cot,25.0,0.53,-0.052200000000000024
6726,llama3.1,High School,cot,26.0,0.53,-0.052200000000000024
6727,llama3.1,High School,cot,27.0,0.54,-0.042200000000000015
6728,llama3.1,High School,cot,28.0,0.5700000000000001,-0.012199999999999989
6729,llama3.1,High School,cot,29.0,0.52,-0.06220000000000003
6730,llama3.1,High School,cot,30.0,0.56,-0.022199999999999998
6731,llama3.1,High School,cot,31.0,0.5,-0.08220000000000005
6732,llama3.1,High School,cot,32.0,0.66,0.07779999999999998
6733,llama3.1,High School,cot,33.0,0.5700000000000001,-0.012199999999999989
6734,llama3.1,High School,cot,34.0,0.58,-0.0022000000000000908
6735,llama3.1,High School,cot,35.0,0.45,-0.13220000000000004
6736,llama3.1,High School,cot,36.0,0.58,-0.0022000000000000908
6737,llama3.1,High School,cot,37.0,0.5599999999999999,-0.02220000000000011
6738,llama3.1,High School,cot,38.0,0.51,-0.07220000000000004
6739,llama3.1,High School,cot,39.0,0.62,0.037799999999999945
6740,llama3.1,High School,cot,40.0,0.54,-0.042200000000000015
6741,llama3.1,High School,cot,41.0,0.6,0.017799999999999927
6742,llama3.1,High School,cot,42.0,0.6,0.017799999999999927
6743,llama3.1,High School,cot,43.0,0.58,-0.0022000000000000908
6744,llama3.1,High School,cot,44.0,0.62,0.037799999999999945
6745,llama3.1,High School,cot,45.0,0.55,-0.032200000000000006
6746,llama3.1,High School,cot,46.0,0.5700000000000001,-0.012199999999999989
6747,llama3.1,High School,cot,47.0,0.54,-0.042200000000000015
6748,llama3.1,High School,cot,48.0,0.5700000000000001,-0.012199999999999989
6749,llama3.1,High School,cot,49.0,0.53,-0.052200000000000024
6750,llama3.1,High School,cot,50.0,0.5700000000000001,-0.012199999999999989
6751,llama3.1,High School,cot,51.0,0.56,-0.022199999999999998
6752,llama3.1,High School,cot,52.0,0.6,0.017799999999999927
6753,llama3.1,High School,cot,53.0,0.62,0.037799999999999945
6754,llama3.1,High School,cot,54.0,0.53,-0.052200000000000024
6755,llama3.1,High School,cot,55.0,0.54,-0.042200000000000015
6756,llama3.1,High School,cot,56.0,0.56,-0.022199999999999998
6757,llama3.1,High School,cot,57.0,0.55,-0.032200000000000006
6758,llama3.1,High School,cot,58.0,0.5900000000000001,0.007800000000000029
6759,llama3.1,High School,cot,59.0,0.5578947368421052,-0.02430526315789483
6760,llama3.1,High School,cot,60.0,0.5900000000000001,0.007800000000000029
6761,llama3.1,High School,cot,61.0,0.58,-0.0022000000000000908
6762,llama3.1,High School,cot,62.0,0.5599999999999999,-0.02220000000000011
6763,llama3.1,High School,cot,63.0,0.53,-0.052200000000000024
6764,llama3.1,High School,cot,64.0,0.56,-0.022199999999999998
6765,llama3.1,High School,cot,65.0,0.55,-0.032200000000000006
6766,llama3.1,High School,cot,66.0,0.52,-0.06220000000000003
6767,llama3.1,High School,cot,67.0,0.5700000000000001,-0.012199999999999989
6768,llama3.1,High School,cot,68.0,0.63,0.047799999999999954
6769,llama3.1,High School,cot,69.0,0.5900000000000001,0.007800000000000029
6770,llama3.1,High School,cot,70.0,0.51,-0.07220000000000004
6771,llama3.1,High School,cot,71.0,0.5800000000000001,-0.0021999999999999797
6772,llama3.1,High School,cot,72.0,0.6100000000000001,0.027800000000000047
6773,llama3.1,High School,cot,73.0,0.5700000000000001,-0.012199999999999989
6774,llama3.1,High School,cot,74.0,0.52,-0.06220000000000003
6775,llama3.1,High School,cot,75.0,0.47000000000000003,-0.11220000000000002
6776,llama3.1,High School,cot,76.0,0.58,-0.0022000000000000908
6777,llama3.1,High School,cot,77.0,0.6100000000000001,0.027800000000000047
6778,llama3.1,High School,cot,78.0,0.5700000000000001,-0.012199999999999989
6779,llama3.1,High School,cot,79.0,0.48,-0.10220000000000007
6780,llama3.1,High School,cot,80.0,0.5900000000000001,0.007800000000000029
6781,llama3.1,High School,cot,81.0,0.52,-0.06220000000000003
6782,llama3.1,High School,cot,82.0,0.63,0.047799999999999954
6783,llama3.1,High School,cot,83.0,0.5599999999999999,-0.02220000000000011
6784,llama3.1,High School,cot,84.0,0.56,-0.022199999999999998
6785,llama3.1,High School,cot,85.0,0.55,-0.032200000000000006
6786,llama3.1,High School,cot,86.0,0.56,-0.022199999999999998
6787,llama3.1,High School,cot,87.0,0.5700000000000001,-0.012199999999999989
6788,llama3.1,High School,cot,88.0,0.49000000000000005,-0.0922
6789,llama3.1,High School,cot,89.0,0.58,-0.0022000000000000908
6790,llama3.1,High School,cot,90.0,0.58,-0.0022000000000000908
6791,llama3.1,High School,cot,91.0,0.58,-0.0022000000000000908
6792,llama3.1,High School,cot,92.0,0.53,-0.052200000000000024
6793,llama3.1,High School,cot,93.0,0.65,0.06779999999999997
6794,llama3.1,High School,cot,94.0,0.5900000000000001,0.007800000000000029
6795,llama3.1,High School,cot,95.0,0.61,0.027799999999999936
6796,llama3.1,High School,cot,96.0,0.6,0.017799999999999927
6797,llama3.1,High School,cot,97.0,0.58,-0.0022000000000000908
6798,llama3.1,High School,cot,98.0,0.5900000000000001,0.007800000000000029
6799,llama3.1,High School,cot,99.0,0.65,0.06779999999999997
6800,mistral,College,cot,0.0,0.74,-0.020000000000000018
6801,mistral,College,cot,1.0,0.74,-0.020000000000000018
6802,mistral,College,cot,2.0,0.75,-0.010000000000000009
6803,mistral,College,cot,3.0,0.75,-0.010000000000000009
6804,mistral,College,cot,4.0,0.75,-0.010000000000000009
6805,mistral,College,cot,5.0,0.75,-0.010000000000000009
6806,mistral,College,cot,6.0,0.72,-0.040000000000000036
6807,mistral,College,cot,7.0,0.75,-0.010000000000000009
6808,mistral,College,cot,8.0,0.74,-0.020000000000000018
6809,mistral,College,cot,9.0,0.73,-0.030000000000000027
6810,mistral,College,cot,10.0,0.78,0.020000000000000018
6811,mistral,College,cot,11.0,0.77,0.010000000000000009
6812,mistral,College,cot,12.0,0.77,0.010000000000000009
6813,mistral,College,cot,13.0,0.73,-0.030000000000000027
6814,mistral,College,cot,14.0,0.75,-0.010000000000000009
6815,mistral,College,cot,15.0,0.74,-0.020000000000000018
6816,mistral,College,cot,16.0,0.74,-0.020000000000000018
6817,mistral,College,cot,17.0,0.74,-0.020000000000000018
6818,mistral,College,cot,18.0,0.76,0.0
6819,mistral,College,cot,19.0,0.75,-0.010000000000000009
6820,mistral,College,cot,20.0,0.76,0.0
6821,mistral,College,cot,21.0,0.77,0.010000000000000009
6822,mistral,College,cot,22.0,0.74,-0.020000000000000018
6823,mistral,College,cot,23.0,0.75,-0.010000000000000009
6824,mistral,College,cot,24.0,0.73,-0.030000000000000027
6825,mistral,College,cot,25.0,0.73,-0.030000000000000027
6826,mistral,College,cot,26.0,0.72,-0.040000000000000036
6827,mistral,College,cot,27.0,0.72,-0.040000000000000036
6828,mistral,College,cot,28.0,0.73,-0.030000000000000027
6829,mistral,College,cot,29.0,0.74,-0.020000000000000018
6830,mistral,College,cot,30.0,0.74,-0.020000000000000018
6831,mistral,College,cot,31.0,0.74,-0.020000000000000018
6832,mistral,College,cot,32.0,0.72,-0.040000000000000036
6833,mistral,College,cot,33.0,0.76,0.0
6834,mistral,College,cot,34.0,0.76,0.0
6835,mistral,College,cot,35.0,0.73,-0.030000000000000027
6836,mistral,College,cot,36.0,0.75,-0.010000000000000009
6837,mistral,College,cot,37.0,0.77,0.010000000000000009
6838,mistral,College,cot,38.0,0.72,-0.040000000000000036
6839,mistral,College,cot,39.0,0.72,-0.040000000000000036
6840,mistral,College,cot,40.0,0.7100000000000001,-0.04999999999999993
6841,mistral,College,cot,41.0,0.73,-0.030000000000000027
6842,mistral,College,cot,42.0,0.78,0.020000000000000018
6843,mistral,College,cot,43.0,0.72,-0.040000000000000036
6844,mistral,College,cot,44.0,0.76,0.0
6845,mistral,College,cot,45.0,0.76,0.0
6846,mistral,College,cot,46.0,0.75,-0.010000000000000009
6847,mistral,College,cot,47.0,0.73,-0.030000000000000027
6848,mistral,College,cot,48.0,0.75,-0.010000000000000009
6849,mistral,College,cot,49.0,0.73,-0.030000000000000027
6850,mistral,College,cot,50.0,0.74,-0.020000000000000018
6851,mistral,College,cot,51.0,0.72,-0.040000000000000036
6852,mistral,College,cot,52.0,0.71,-0.050000000000000044
6853,mistral,College,cot,53.0,0.75,-0.010000000000000009
6854,mistral,College,cot,54.0,0.78,0.020000000000000018
6855,mistral,College,cot,55.0,0.75,-0.010000000000000009
6856,mistral,College,cot,56.0,0.74,-0.020000000000000018
6857,mistral,College,cot,57.0,0.74,-0.020000000000000018
6858,mistral,College,cot,58.0,0.79,0.030000000000000027
6859,mistral,College,cot,59.0,0.73,-0.030000000000000027
6860,mistral,College,cot,60.0,0.76,0.0
6861,mistral,College,cot,61.0,0.71,-0.050000000000000044
6862,mistral,College,cot,62.0,0.76,0.0
6863,mistral,College,cot,63.0,0.71,-0.050000000000000044
6864,mistral,College,cot,64.0,0.76,0.0
6865,mistral,College,cot,65.0,0.72,-0.040000000000000036
6866,mistral,College,cot,66.0,0.75,-0.010000000000000009
6867,mistral,College,cot,67.0,0.71,-0.050000000000000044
6868,mistral,College,cot,68.0,0.73,-0.030000000000000027
6869,mistral,College,cot,69.0,0.71,-0.050000000000000044
6870,mistral,College,cot,70.0,0.75,-0.010000000000000009
6871,mistral,College,cot,71.0,0.78,0.020000000000000018
6872,mistral,College,cot,72.0,0.78,0.020000000000000018
6873,mistral,College,cot,73.0,0.71,-0.050000000000000044
6874,mistral,College,cot,74.0,0.77,0.010000000000000009
6875,mistral,College,cot,75.0,0.74,-0.020000000000000018
6876,mistral,College,cot,76.0,0.75,-0.010000000000000009
6877,mistral,College,cot,77.0,0.73,-0.030000000000000027
6878,mistral,College,cot,78.0,0.73,-0.030000000000000027
6879,mistral,College,cot,79.0,0.78,0.020000000000000018
6880,mistral,College,cot,80.0,0.76,0.0
6881,mistral,College,cot,81.0,0.75,-0.010000000000000009
6882,mistral,College,cot,82.0,0.71,-0.050000000000000044
6883,mistral,College,cot,83.0,0.74,-0.020000000000000018
6884,mistral,College,cot,84.0,0.74,-0.020000000000000018
6885,mistral,College,cot,85.0,0.73,-0.030000000000000027
6886,mistral,College,cot,86.0,0.75,-0.010000000000000009
6887,mistral,College,cot,87.0,0.77,0.010000000000000009
6888,mistral,College,cot,88.0,0.71,-0.050000000000000044
6889,mistral,College,cot,89.0,0.72,-0.040000000000000036
6890,mistral,College,cot,90.0,0.73,-0.030000000000000027
6891,mistral,College,cot,91.0,0.74,-0.020000000000000018
6892,mistral,College,cot,92.0,0.75,-0.010000000000000009
6893,mistral,College,cot,93.0,0.76,0.0
6894,mistral,College,cot,94.0,0.77,0.010000000000000009
6895,mistral,College,cot,95.0,0.74,-0.020000000000000018
6896,mistral,College,cot,96.0,0.76,0.0
6897,mistral,College,cot,97.0,0.73,-0.030000000000000027
6898,mistral,College,cot,98.0,0.72,-0.040000000000000036
6899,mistral,College,cot,99.0,0.73,-0.030000000000000027
6900,mistral,High School,cot,0.0,0.78,0.020000000000000018
6901,mistral,High School,cot,1.0,0.77,0.010000000000000009
6902,mistral,High School,cot,2.0,0.82,0.05999999999999994
6903,mistral,High School,cot,3.0,0.79,0.030000000000000027
6904,mistral,High School,cot,4.0,0.77,0.010000000000000009
6905,mistral,High School,cot,5.0,0.77,0.010000000000000009
6906,mistral,High School,cot,6.0,0.78,0.020000000000000018
6907,mistral,High School,cot,7.0,0.79,0.030000000000000027
6908,mistral,High School,cot,8.0,0.76,0.0
6909,mistral,High School,cot,9.0,0.76,0.0
6910,mistral,High School,cot,10.0,0.77,0.010000000000000009
6911,mistral,High School,cot,11.0,0.77,0.010000000000000009
6912,mistral,High School,cot,12.0,0.78,0.020000000000000018
6913,mistral,High School,cot,13.0,0.8,0.040000000000000036
6914,mistral,High School,cot,14.0,0.77,0.010000000000000009
6915,mistral,High School,cot,15.0,0.71,-0.050000000000000044
6916,mistral,High School,cot,16.0,0.8,0.040000000000000036
6917,mistral,High School,cot,17.0,0.8,0.040000000000000036
6918,mistral,High School,cot,18.0,0.77,0.010000000000000009
6919,mistral,High School,cot,19.0,0.75,-0.010000000000000009
6920,mistral,High School,cot,20.0,0.72,-0.040000000000000036
6921,mistral,High School,cot,21.0,0.72,-0.040000000000000036
6922,mistral,High School,cot,22.0,0.75,-0.010000000000000009
6923,mistral,High School,cot,23.0,0.74,-0.020000000000000018
6924,mistral,High School,cot,24.0,0.75,-0.010000000000000009
6925,mistral,High School,cot,25.0,0.8,0.040000000000000036
6926,mistral,High School,cot,26.0,0.77,0.010000000000000009
6927,mistral,High School,cot,27.0,0.79,0.030000000000000027
6928,mistral,High School,cot,28.0,0.79,0.030000000000000027
6929,mistral,High School,cot,29.0,0.76,0.0
6930,mistral,High School,cot,30.0,0.74,-0.020000000000000018
6931,mistral,High School,cot,31.0,0.79,0.030000000000000027
6932,mistral,High School,cot,32.0,0.77,0.010000000000000009
6933,mistral,High School,cot,33.0,0.77,0.010000000000000009
6934,mistral,High School,cot,34.0,0.79,0.030000000000000027
6935,mistral,High School,cot,35.0,0.75,-0.010000000000000009
6936,mistral,High School,cot,36.0,0.75,-0.010000000000000009
6937,mistral,High School,cot,37.0,0.75,-0.010000000000000009
6938,mistral,High School,cot,38.0,0.73,-0.030000000000000027
6939,mistral,High School,cot,39.0,0.77,0.010000000000000009
6940,mistral,High School,cot,40.0,0.76,0.0
6941,mistral,High School,cot,41.0,0.75,-0.010000000000000009
6942,mistral,High School,cot,42.0,0.74,-0.020000000000000018
6943,mistral,High School,cot,43.0,0.77,0.010000000000000009
6944,mistral,High School,cot,44.0,0.78,0.020000000000000018
6945,mistral,High School,cot,45.0,0.76,0.0
6946,mistral,High School,cot,46.0,0.82,0.05999999999999994
6947,mistral,High School,cot,47.0,0.8,0.040000000000000036
6948,mistral,High School,cot,48.0,0.75,-0.010000000000000009
6949,mistral,High School,cot,49.0,0.78,0.020000000000000018
6950,mistral,High School,cot,50.0,0.75,-0.010000000000000009
6951,mistral,High School,cot,51.0,0.78,0.020000000000000018
6952,mistral,High School,cot,52.0,0.74,-0.020000000000000018
6953,mistral,High School,cot,53.0,0.8,0.040000000000000036
6954,mistral,High School,cot,54.0,0.77,0.010000000000000009
6955,mistral,High School,cot,55.0,0.77,0.010000000000000009
6956,mistral,High School,cot,56.0,0.74,-0.020000000000000018
6957,mistral,High School,cot,57.0,0.75,-0.010000000000000009
6958,mistral,High School,cot,58.0,0.75,-0.010000000000000009
6959,mistral,High School,cot,59.0,0.77,0.010000000000000009
6960,mistral,High School,cot,60.0,0.74,-0.020000000000000018
6961,mistral,High School,cot,61.0,0.76,0.0
6962,mistral,High School,cot,62.0,0.6900000000000001,-0.06999999999999995
6963,mistral,High School,cot,63.0,0.78,0.020000000000000018
6964,mistral,High School,cot,64.0,0.76,0.0
6965,mistral,High School,cot,65.0,0.78,0.020000000000000018
6966,mistral,High School,cot,66.0,0.74,-0.020000000000000018
6967,mistral,High School,cot,67.0,0.78,0.020000000000000018
6968,mistral,High School,cot,68.0,0.79,0.030000000000000027
6969,mistral,High School,cot,69.0,0.75,-0.010000000000000009
6970,mistral,High School,cot,70.0,0.8,0.040000000000000036
6971,mistral,High School,cot,71.0,0.77,0.010000000000000009
6972,mistral,High School,cot,72.0,0.74,-0.020000000000000018
6973,mistral,High School,cot,73.0,0.77,0.010000000000000009
6974,mistral,High School,cot,74.0,0.8099999999999999,0.04999999999999993
6975,mistral,High School,cot,75.0,0.77,0.010000000000000009
6976,mistral,High School,cot,76.0,0.76,0.0
6977,mistral,High School,cot,77.0,0.73,-0.030000000000000027
6978,mistral,High School,cot,78.0,0.73,-0.030000000000000027
6979,mistral,High School,cot,79.0,0.78,0.020000000000000018
6980,mistral,High School,cot,80.0,0.75,-0.010000000000000009
6981,mistral,High School,cot,81.0,0.76,0.0
6982,mistral,High School,cot,82.0,0.75,-0.010000000000000009
6983,mistral,High School,cot,83.0,0.78,0.020000000000000018
6984,mistral,High School,cot,84.0,0.75,-0.010000000000000009
